Headline,Galtung's Criteria,Class
"Questions have been raised over the future of US-Russian ties after Washington launched a barrage of tomahawk missiles against an airbase in Syria, where Russia's military is on the ground propping up its ally, President Bashar al-Assad. US Secretary of State Rex Tillerson will next week make the first visit to Russia by a Trump administration official, just days after the US strike on Shayrat airfield in Homs. The attack, as well as multiple Russia-related investigations in the US, will follow Tillerson's trip, which was designed to test the Trump administration's hopes for closer ties to its former Cold War foe.","Focus only on visible effect of violence (killed, wounded and material damage)",War
The Israelis are using Iran as a scapegoat ... to be able to carry out attacks on regional countries and justify the continued subjugation of the Palestinian people.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
An appropriate response to the barbaric chemical attack by the Syrian regime. More #SyriaStrikes updates:,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Opinion: ""when governments go into war...the ""collateral damage"" of citizens is not represented"" John Tulloch, a British university lecturer and survivor of the July 7 , 2005 London Bombings, writes for Al Jazeera.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"ISIL's spokesman has been killed in the Syrian province of Aleppo, according to an ISIL-linked website.","Focus only on visible effect of violence (killed, wounded and material damage)",War
The suggestion that the US administration was suddenly moved to action because of images of dead Syrians is preposterous.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Iran's National Security Council Ali Shamkhani said the Israeli attacks violated Syria's territorial integrity and were ""unacceptable"".","Focus only on visible effect of violence (killed, wounded and material damage)",War
"BREAKING: Major suicide attack in Syria's capital, deaths reported.","Focus only on visible effect of violence (killed, wounded and material damage)",War
Two Turkish soldiers have been killed and two others wounded in an air strike in Syria's northwestern province of Idlib as Turkey-backed Syrian rebels regained a key town during heavy fighting.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
Syria: More than 20 civilians killed and dozens more wounded,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"The fate of those on board is still unclear, but a US official told CNN that Syrian government forces had mistakenly shot down the Il-20 plane during the Israeli attack.","Focus only on visible effect of violence (killed, wounded and material damage)",War
The attack comes on the same day Turkey said it is no longer 'realistic' to exclude Assad from a solution.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
"Mohammed Haydar Zammar, a Syrian-born German national, was previously questioned by German police following the September 11 attacks, in which at least 3,000 people were killed.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Breaking: More than 100 dead, monitor says, as multiple car bombs and suicide hit Assad territory in Syria.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Turkish Prime Minister Ahmet Davutoglu condemned reported Russian air strikes that killed dozens of Syrian civilians in a rebel-held city and said Syria will not be part of ""Russian imperialist goals""","Focus only on visible effect of violence (killed, wounded and material damage)",War
"Israel's army says it hit dozens of Iranian military targets in Syria overnight, and accuses Iran of launching a rocket-and-missile attack on its forces in the occupied Golan Heights. Here is a map showing who controls what in Syria after seven years of fighting.","Focus only on visible effect of violence (killed, wounded and material damage)",War
"At least 58 people have been killed in a suspected chemical attack on a rebel-held town in Syria, according to a monitoring group.","Focus only on visible effect of violence (killed, wounded and material damage)",War
What happens to my freedom to travel and freedom of the press? A wary Japan has seized the passport of a journalist planning to travel to Syria after the killing of two Japanese hostages by ISIL.,"Focus only on visible effect of violence (killed, wounded and material damage)",War
