Headline,Class
"â€œWe left everything we worked so hard for behind.â€ Weâ€™re in Northern Syria where nearly 200,000 Syrian Kurds have fled their homes since Turkey's invasion in October and President Trump's order to withdraw all U.S. troops from the region. International aid agencies have had to pull out due to the security situation, leaving thousands of Kurds to fend for themselves in makeshift camps where resources are scarce. CNNâ€™s Clarissa Ward gives us a first-hand look at the bleak conditions and speaks to Kurdish refugees who feel forgotten and betrayed.",Peace
"Does ""bombing the hell out of ISIL"" mean a more active role for the US military in the region? http://aje.io/pnlb:=:http://www.aljazeera.com/programmes/insidestory/2016/11/president-trump-deal-isil-syria-iran-161111172319140.html",Peace
"Tehran, a crucial supporter of the Syrian government, says the US caused 'instability and insecurity' in the region.",Peace
"Many Westerners who join anti-ISIL groups don't understand the Syrian revolution, writes Malak Chabkoun.",Peace
"""All smaller Syrian rebel groups, regardless of their secular, Islamist or extremist orientation, now face the same dilemma."" - Rami G Khouri",Peace
"Female Kurdish fighters, referred to as the YPJ, have been active in Syria's Kurdish areas.",Peace
"â€œI think we have abandoned our Syrian Kurdish partners,â€ says Retired General David Petraeus about the US pulling troops from northern Syria. â€œAnd this does not end an endless war, it probably prolongs it because this gives ISIS an opportunity for resurgence.â€ https://cnn.it/33MaNmH:=:https://www.cnn.com/2019/10/20/politics/david-petraeus-syrian-kurds-cnntv/index.html?utm_medium=social&utm_source=fbCNN&utm_content=2019-10-20T21:13:56",Peace
"A court in the United Arab Emirates (UAE) has sentenced 11 people charged with terrorism and raising money for al-Qaeda and the Islamic State of Iraq and the Levant (ISIL) in Syria to life imprisonment, state news agency WAM reported. http://aje.io/bk6k:=:http://www.aljazeera.com/news/2016/03/uae-sentences-11-life-jail-terror-plots-160327133234602.html",Peace
SANA report comes as Israeli military says it is carrying out strikes on Iranian targets in Syria.,Peace
"Opinion: ""Putin's message to Assad may be read as follows: You can no longer bank on sustained Russian effort to defeat your enemies"" Marwan Bishara, senior political analyst at Al Jazeera, writes.",Peace
"The UK-based Syrian Observatory for Human Rights said on Sunday the dead included 123 Syrian government soldiers and allied militiamen, 115 ISIL fighters, and 57 civilians. http://aje.io/cs7x:=:http://www.aljazeera.com/news/2015/05/hundreds-killed-syria-fighting-palmyra-150517132318156.html",Peace
"While many of Iran's fighters in Syria register in a paramilitary volunteer militia operating under IRGC, thousands of others serve as paid soldiers.",Peace
Abu Bakr al-Baghdadi's young son reportedly killed while fighting Syrian and Russian troops in central Homs province.,Peace
"The top generals from Turkey, US and Russia have met to discuss developments in Syria and Iraq to prevent ""the risk of a conflict"" during their fight against ISIL.",Peace
"#AlanKurdi, his brother Galip and mother Rehan are buried in Kobane",Peace
"""Hafez, 14, shares his motherâ€™s love for technology and computing and has become as tall as his father. He is learning Russian."" Page linked to Bashar al-Assad's wife posts what appears to be a rare insight into family life as Syria's war rages.",Peace
"More than 14,000 Iraqis fleeing the offensive against ISIL in Mosul have crossed the border into Syria, sources tell Al Jazeera. http://aje.io/ng9r:=:http://www.aljazeera.com/news/2016/11/thousands-iraqis-fleeing-mosul-cross-syria-161118140855259.html",Peace
"The ""dissent channel cable"", signed by 51 State Department officials, calls for targeted military strikes against Bashar al-Assad's government. http://aje.io/3a5v:=:http://www.aljazeera.com/news/2016/06/diplomats-criticise-obama-syria-policy-memo-160617040021040.html",Peace
"French authorities say Omar al-Diaby, a Senegal-born French national, is the main recruiter of fighters from the country to Syria's civil war. In a tape obtained exclusively by Al Jazeera, he says: ""We did not come here to get killed by a Muslim bullet or shoot at Muslim people. We came here only because of God's enemy, Bashar al-Assad."" | More: http://trib.al/84JqQqn",Peace
"""People in Syria and other countries are dying from bullets. Are we going to die from hunger? How can we feed our family if the UNHCR doesn't support us?"" http://aje.io/327h:=:http://www.aljazeera.com/news/2015/11/bleak-outlook-nepal-urban-refugees-151123110438884.html",Peace
"""The death of the Russian commander is the price, the bloody price for the two-faced American policy in Syria""",Peace
"""No government should be deporting Syrians."" http://aje.io/v3m9:=:http://www.aljazeera.com/news/2015/03/syrians-lebanon-leave-stay-150329084823294.html",Peace
"""It was certainly a mistake to go to ISIL. Perhaps it was because she was a child. She may not have gone there (Syria) willingly. She may have been ill-advised by other people,"" Ahmed Ali, Shamima Begum's father, said.",Peace
"When Russia's military intervention in Syria began, the global media had plenty of questions to ask about the air strikes. Critical coverage of the Russian air strikes has predominantly come from Western news outlets which had another big story to cover last week: The bombing of a Doctors without Borders (MSF) hospital in Kunduz, Afghanistan, by the US. However, the tone and terminology used in much of that coverage - particularly in the US - displayed a far more cautious approach to the story.",Peace
"Some 500 ISIS fighters surrendered to US-backed Syrian Democratic Forces on Tuesday, amid the final push to wrest the jihadist group from Baghouz, its last remaining enclave in eastern Syria. CNN's Ben Wedeman reports:",Peace
A draft resolution from the meeting in Saudi Arabia says a solution to the war in Syria can only be achieved with the departure of Assad at the start of the transitional period.,Peace
"Up until India's independence in 1947, there was once a large Jewish community in Kolkata. Known as ""Baghdadi Jews,"" they came from present-day Iraq and Syria in the late 18th Century.Today, this Jewish world is vanishing. Out of the city's 15 million residents, only 20 are Jewish.",Peace
"A country devastated. This is Syria, five years on.",Peace
Eight-year-old Sara lost her leg after a Turkish bomb struck near her home in northern Syria. The Turkish offensive began after the US announced a sudden and unexpected withdrawal of its troops from northern Syria. bbc.in/3612sO3:=:https://www.bbc.co.uk/news/video_and_audio/headlines/50160647/turkey-syria-offensive-kurdish-girl-loses-her-leg-to-turkish-bomb,Peace
Republicans and Democrats rebuke Trump's decision to pull troops from northern Syria's border with Turkey.,Peace
"Firas al Jundi is a doctor at the only hospital still standing in Maarat al-Numan, Syria. Last month, the largest hospital was destroyed by airstrikes. Jundi says they donâ€™t have enough medicine and that the water is too dirty to use for surgery. But he wonâ€™t leave. ""This is our country, we can't desert it,"" he told CNN's Clarissa Ward through tears. Millions have fled Syria. Visit http://cnn.it/1Ufh6Yd:=:http://www.cnn.com/2016/03/14/middleeast/syria-aleppo-behind-rebel-lines to learn more about what life is really like for those who stay. #UndercoverInSyria",Peace
"A Syrian military offensive backed by heavy Russian air strikes threatens to cut critical rebel supply lines into the northern city of Aleppo, as peace talks in Switzerland appear to be in jeopardy http://aje.io/yzpx:=:http://www.aljazeera.com/news/2016/02/syrian-army-encircles-aleppo-ceasefire-talks-fade-160203033045269.html",Peace
"The UN says by the end of the year, war in Syria and elsewhere will have forced more than 60 million people from their homes. http://aje.io/dvgj:=:http://www.aljazeera.com/programmes/insidestory/2015/12/migrants-benefit-burden-151218182350364.html",Peace
"Finally, a bit of good news out of Syria",Peace
"""The conflict is a colossal tragedy for Syria and a shameful symbol of international divisions. Historyâ€™s judgement will be harsh,"" UN chief said. http://aje.io/mvfm:=:http://www.aljazeera.com/news/2015/09/asks-eu-merkel-demands-refugee-quotas-150908183810494.html",Peace
The Islamic State of Iraq and the Levant (ISIL) group has seized more territory from Syrian rebels in Aleppo province near the border with Turkey. The advance by the armed group on Tuesday threatens to cut off supply lines used by Syrian rebel factions fighting both ISIL and the Syrian government. http://aje.io/3rj5:=:http://www.aljazeera.com/news/2015/06/isil-seizes-territory-syria-rebels-aleppo-150602154413816.html,Peace
Turkey-backed rebels shoot down a Syrian army helicopter amid government offensive on Idlib.,Peace
"Syrian refugee on Brexit: ""The people who voted out and are against immigration should know a lot of their tax money is used for striking countries like Syria ... a lot of the reasons people come to their country is [due to] its politics.""",Peace
"Israel's military says it has hit Iranian targets around Damascus, as well as Syrian air defences.",Peace
"Just hours after the YPG said it had withdrawn east of the Euphrates, Turkish state media reported that Turkish artillery had shelled YPG fighters south of Jarablus.",Peace
"Abu Yazeed, a spokesman for Ahrar al-Sham, one of Syria's most powerful anti-government groups which is also a part of the the Fattah Army coalition, told Al Jazeera on Saturday that the fighters now hold control ""about 99 percent"" of Idlib.",Peace
